Crop,Year,Avg_temp (C?),Avg_Humidity,Avg_Rainfall(mm),Season,Fertilizer,Nitrogen (Kg/ha,Phosphorus (Kg/ha),Potassium(Kg/ha),pH,Soil Type,Seed Rate (kg/ha),Crop Yield (kg/ha),Area (ha),Pesticides,Pesticides Rate (ml/ha),Herbicides,Herbicides Rate (ml/ha),seed_type
Maize,2010,26.55,82.97,115.7,Rainy,NPK 27:13:13,100,50,50,5.1,loamy,25,2990,1,Nogos 50,30,Bispyribac Sodium,150,SC-612
Rice,2011,27.11,84.01,200.9,Rainy,NPK 27:13:13,60,30,30,4.3,loamy,50,6500,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),5000,Faro-54
Maize,2008,27.91,83.04,181.3,Rainy,NPK 27:13:13,100,50,50,5.6,loamy,25,6500,1,Gammalin 20,1680,METOLACHLOR,2200,SC-612
Rice,2002,26.02,82.86,179.9,Rainy,NPK 27:13:13,60,30,30,4.1,loamy,50,3500,1,Vetox 85,1680,3MAIZEFORCE,3100,Faro-55
Rice,2013,27,84.25,164.3,Rainy,NPK 27:13:13,60,30,30,6.6,loamy,50,3090,1,Gammalin 20,1680,BentaForce,3000,Faro-54
Maize,2016,26.89,80.79,119.1,Rainy,NPK 27:13:13,100,50,50,5.3,loamy,59,3900,1,Gammalin 20,1680,BUTACHLOR,3000,DK-777
Rice,2013,27.54,82.87,170.5,Rainy,NPK 27:13:13,60,30,30,5.04,loamy,50,8900,1,Gammalin 20,1680,RiceForce (oxadiazon),4000,Gawal-R1
Maize,2009,27.1,83.31,139.4,Rainy,NPK 27:13:13,100,50,50,4.7,loamy,25,5900,1,Gammalin 20,1680,BUTACHLOR,3000,DK-234
Maize,2001,26.46,83.31,118.9,Rainy,NPK 27:13:13,180,50,50,4.6,loamy,25,3500,1,Vetox 85,1680,BUTACHLOR,3000,DK-777
Maize,2017,27.74,83.31,151.2,Rainy,NPK 27:13:13,180,50,50,4.5,loamy,25,3500,1,Gammalin 20,1680,METOLACHLOR,3200,DK-234
Rice,2012,27.07,82.6,194.8,Rainy,NPK 27:13:13,60,30,30,5.4,loamy,50,3090,1,Gammalin 20,1680,POWERFORCE (Atrazine + Paraquat),2100,Faro-55
Rice,2011,27.16,82.59,132.8,Rainy,NPK 27:13:13,60,30,30,5.9,loamy,50,3900,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),5100,Faro-54
Maize,2006,27.82,80.69,128.5,Rainy,NPK 27:13:13,180,50,50,4.8,loamy,25,6500,1,Vetox 85,1680,METOLACHLOR,1800,SC-419
Rice,2019,27.28,83.96,204.1,Rainy,NPK 27:13:13,50,30,30,5.7,loamy,50,7500,1,Nogos 50,30,Propalnil + 2.4 D,5700,Gawal-R1
Maize,2007,27.93,84.02,136.3,Rainy,NPK 27:13:13,180,50,50,6.2,clay,25,3500,1,Vetox 85,1680,RiceForce (oxadiazon),4000,DK-777
Rice,2022,26.75,83.21,144.6,Rainy,NPK 27:13:13,60,30,30,4.1,sandy,50,4800,1,Nogos 50,30,FORCE UP (GLYPHOSATE),3700,Faro-55
Maize,2010,27.08,81.61,203.2,Rainy,NPK 27:13:13,180,50,50,5.9,loamy,25,4900,1,Gammalin 20,1680,ATALAR,5300,SC-419
Maize,2013,26.73,83.37,191.7,Rainy,NPK 27:13:13,180,50,50,6.4,loamy,25,2900,1,Nogos 50,30,Bispyribac Sodium,300,DK-777
Maize,2003,26.04,83.37,355.8,Rainy,NPK 27:13:13,180,50,50,5.2,sandy,25,9961,1,Vetox 85,1680,METOLACHLOR,1500,DK-234
Rice,2009,27.81,83.31,198.9,Rainy,NPK 27:13:13,60,30,30,6.9,clay,50,3500,1,Vetox 85,1680,ATALAR,2800,Faro-55
Maize,2012,27.68,83.81,153.4,Rainy,NPK 27:13:13,180,50,50,4.8,sandy,25,2950,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),5400,SC-612
Rice,2020,26.09,84.4,155.7,Rainy,NPK 27:13:13,60,50,30,5.5,sandy,50,3500,1,Gammalin 20,1680,RiceForce (oxadiazon),4000,Faro-54
Maize,2016,27.44,82.1,161.8,Rainy,NPK 27:13:13,180,50,50,5.3,loamy,25,3000,1,Gammalin 20,1680,GuardForce,1500,SC-612
Maize,2009,27.64,82.53,193.9,Rainy,NPK 27:13:13,180,50,50,5.1,clay,25,2500,1,Vetox 85,1680,Propalnil + 2.4 D,5000,DK-777
Rice,2009,27.41,82.36,191.6,Rainy,NPK 27:13:13,60,30,30,6.6,loamy,50,3000,1,Gammalin 20,1680,3MAIZEFORCE,2200,Faro-24
Maize,2020,26.26,81.97,183.9,Rainy,NPK 27:13:13,180,50,50,4.8,clay,25,3500,1,Nogos 50,30,METOLACHLOR,1600,DK-234
Rice,2019,27.54,83.05,196.3,Rainy,NPK 27:13:13,60,30,30,5.8,loamy,50,3500,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),3900,Faro-24
Maize,2001,27.63,81.91,142.6,Rainy,NPK 27:13:13,180,50,50,4.7,clay,25,6590,1,Vetox 85,1680,METOLACHLOR,1800,SC-612
Rice,2009,27.31,83.33,201.5,Rainy,NPK 27:13:13,60,30,30,6.7,clay,50,3500,1,Vetox 85,1680,POWERFORCE (Atrazine + Paraquat),3500,Faro-24
Maize,2014,27.73,82.6,161.4,Rainy,NPK 27:13:13,180,50,30,6.3,sandy,25,3000,1,Vetox 85,1680,GuardForce,1500,DK-649
Rice,2001,27.55,82.59,179.7,Rainy,NPK 27:13:13,60,30,30,6.7,sandy,50,2700,1,Vetox 85,1680,METOLACHLOR,3200,Faro-44
Maize,2012,26.73,80.69,204.4,Rainy,NPK 20:10:10,180,50,50,6.2,sandy,25,3050,1,Nogos 50,30,POWERFORCE (Atrazine + Paraquat),2300,SC-612
Maize,2013,26.67,83.96,190.7,Rainy,NPK 20:10:10,180,50,50,4.1,loamy,25,3150,1,Nogos 50,30,RiceForce (oxadiazon),4000,DK-234
Rice,2004,26.01,84.02,168.8,Rainy,NPK 20:10:10,60,30,30,5.6,sandy,50,9100,1,Nogos 50,30,METOLACHLOR,2900,Gawal-R1
Maize,2012,26.71,83.21,196.6,Rainy,NPK 20:10:10,180,50,30,4.9,clay,25,3290,1,Gammalin 20,1680,"2,4-D",2500,DK-777
Rice,2009,26.57,81.61,159.6,Rainy,NPK 20:10:10,60,30,30,6.5,clay,50,5000,1,Nogos 50,30,3MAIZEFORCE,3000,Faro-44
Maize,2007,27.28,83.37,182.8,Rainy,NPK 20:10:10,180,50,50,6.5,sandy,25,4900,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),4700,SC-612
Maize,2011,26.23,83.37,130.4,Rainy,NPK 20:10:10,180,50,50,5.4,sandy,25,2990,1,Nogos 50,30,FORCE UP (GLYPHOSATE),4000,DK-649
Maize,2013,26.73,84.29,173.9,Rainy,NPK 20:10:10,180,50,50,4.9,clay,25,4800,1,Vetox 85,1680,POWERFORCE (Atrazine + Paraquat),4700,DK-234
Rice,2001,26.68,81.7,190.2,Rainy,NPK 20:10:10,60,30,30,6.9,loamy,50,6900,1,Vetox 85,1680,BUTACHLOR,3000,Gawal-R1
Rice,2020,27.61,80.9,150.9,Rainy,NPK 20:10:10,60,30,30,6.03,clay,50,7900,1,Vetox 85,1680,FORCE UP (GLYPHOSATE),1800,Gawal-R1
Maize,2016,27.52,82.09,158.5,Rainy,NPK 20:10:10,180,50,30,6.6,loamy,25,8500,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),5200,DK-234
Maize,2019,26.46,80.62,191.2,Rainy,NPK 20:10:10,180,50,30,5.6,loamy,25,4500,1,Gammalin 20,1680,"2,4-D",4300,Oba-98
Maize,2013,27.96,81.01,162.3,Rainy,NPK 20:10:10,180,50,30,5.4,loamy,25,5500,1,Gammalin 20,1680,POWERFORCE (Atrazine + Paraquat),4800,DK-649
Maize,2012,27.45,83.58,204.6,Rainy,NPK 20:10:10,180,50,50,6.7,loamy,25,3000,1,Nogos 50,30,BentaForce,4600,DK-649
Rice,2005,27.5,80.31,200.4,Rainy,NPK 20:10:10,60,30,30,4.1,loamy,50,3500,1,Nogos 50,30,"2,4-D",5900,Faro-54
Rice,2002,27.31,81.5,175.4,Rainy,NPK 20:10:10,50,30,30,6.03,loamy,50,3050,1,Nogos 50,30,Bispyribac Sodium,400,Faro-54
Maize,2009,26.5,83.57,171.7,Rainy,NPK 20:10:10,180,50,50,4.8,loamy,25,3950,1,Nogos 50,30,BUTACHLOR,3000,DK-777
Rice,2008,27.58,84.41,149.4,Rainy,NPK 20:10:10,60,30,30,6.1,loamy,50,3500,1,Vetox 85,1680,ATALAR,4600,Faro-55
Rice,2017,27.44,84.43,104.1,Rainy,NPK 20:10:10,60,30,30,5.3,loamy,50,5500,1,Vetox 85,1680,METOLACHLOR,1600,Faro-54
Rice,2011,26.12,82.63,162.5,Rainy,NPK 20:10:10,60,30,30,4.2,loamy,50,2950,1,Vetox 85,1680,RiceForce (oxadiazon),4000,Gawal-R1
Maize,2018,26.86,82.89,187.5,Rainy,NPK 20:10:10,180,50,30,5.2,loamy,25,3590,1,Vetox 85,1680,ATALAR,1500,Oba-98
Rice,2015,27.31,84.55,177.1,Rainy,NPK 20:10:10,60,30,30,5.2,loamy,50,3050,1,Vetox 85,1680,ATALAR,4900,Faro-54
Maize,2007,27.24,84.63,124.5,Rainy,NPK 20:10:10,180,50,50,6.6,loamy,25,3090,1,Vetox 85,1680,BUTACHLOR,3000,DK-649
Rice,2011,27.21,53.5,109.5,Dry,NPK 20:10:10,60,30,30,6.5,loamy,50,7900,1,Gammalin 20,1678,ATRAFORCE (ATRAZINE),1300,Gawal-R1
Rice,2012,27.14,51.77,109.9,Dry,NPK 20:10:10,60,30,30,5.5,loamy,50,6500,1,Vetox 85,1680,METOLACHLOR,5700,Faro-54
Rice,2019,27.66,53.08,135.4,Dry,NPK 15:15:15,60,30,30,6.1,loamy,50,6500,1,Vetox 85,1680,PARAFORCE (PARAQUAT),3700,Faro-55
Maize,2002,26.03,51.44,183.8,Dry,NPK 15:15:15,180,50,50,5.7,loamy,25,3500,1,Nogos 50,30,ATRAFORCE (ATRAZINE),1800,DK-234
Maize,2021,26.34,54.11,193.8,Dry,NPK 15:15:15,180,50,50,4.9,loamy,25,3090,1,Vetox 85,1680,"2,4-D",1900,Oba-98
Rice,2005,27.62,54.6,145.9,Dry,NPK 15:15:15,60,30,30,4.4,loamy,50,3900,1,Vetox 85,1680,RiceForce (oxadiazon),4000,Faro-44
Maize,2009,26.85,51.17,193.1,Dry,NPK 15:15:15,180,50,50,5.7,clay,25,6500,1,Nogos 50,30,Bispyribac Sodium,300,SC-419
Rice,2011,26.03,52.23,135.6,Dry,NPK 15:15:15,60,30,30,5.03,sandy,50,5500,1,Vetox 85,1680,Propalnil + 2.4 D,5500,Faro-24
Rice,2006,26.75,51.85,161.3,Dry,NPK 15:15:15,60,30,30,4.9,loamy,50,3500,1,Vetox 85,1680,PARAFORCE (PARAQUAT),4600,Faro-55
Rice,2013,26.85,52.32,124.4,Dry,NPK 15:15:15,60,30,30,4.4,sandy,50,4800,1,Gammalin 20,1680,Propalnil + 2.4 D,5000,Faro-24
Maize,2011,26.08,54.16,166.1,Dry,NPK 15:15:15,180,50,50,6.9,sandy,25,4900,1,Gammalin 20,1680,BentaForce,2200,DK-777
Maize,2000,27.35,50.07,133.3,Dry,NPK 15:15:15,180,50,50,5.4,clay,25,2900,1,Vetox 85,1680,BUTACHLOR,3000,DK-777
Rice,2002,27.32,51.92,192.3,Dry,NPK 15:15:15,50,30,30,5.8,sandy,50,9961,1,Vetox 85,1680,METOLACHLOR,3400,Faro-54
Rice,2020,26.5,51.31,163.8,Dry,NPK 15:15:15,50,30,30,4.1,loamy,50,3500,1,Vetox 85,1680,FORCE UP (GLYPHOSATE),1900,Faro-44
Maize,2019,27.41,50.3,171.5,Dry,NPK 15:15:15,180,50,50,5.3,loamy,25,2950,1,Nogos 50,35,Bispyribac Sodium,150,DK-777
Maize,2001,27.43,53.32,146.6,Dry,NPK 15:15:15,180,50,50,4.7,loamy,25,3500,1,Vetox 85,1680,Bispyribac Sodium,300,SC-419
Rice,2001,26.71,53.38,206.7,Dry,NPK 15:15:15,50,30,30,6.9,loamy,50,3000,1,Gammalin 20,1680,ATRAFORCE (ATRAZINE),2440,Faro-24
Maize,2007,27.96,51.01,205.9,Dry,NPK 15:15:15,180,50,50,4.6,sandy,25,2500,1,Vetox 85,1680,PARAFORCE (PARAQUAT),3700,DK-777
Rice,2020,27.16,54.65,194.9,Dry,NPK 15:15:15,50,30,30,5.01,sandy,50,3000,1,Gammalin 20,1680,GuardForce,1500,Faro-24
Maize,2002,26.16,54.72,112.1,Dry,NPK 15:15:15,180,50,50,4.05,sandy,65,3500,1,Vetox 85,1680,RiceForce (oxadiazon),4000,DK-649
Rice,2000,28,52.1,117.2,Dry,NPK 15:15:15,50,30,30,5.8,clay,50,3500,1,Nogos 50,30,METOLACHLOR,1500,Faro-24
Maize,2015,26.52,53.05,125.5,Dry,NPK 15:15:15,180,50,50,5.8,loamy,96,6590,1,Vetox 85,1680,METOLACHLOR,2500,DK-777
Rice,2018,27.03,54.22,142.9,Dry,NPK 15:15:15,60,30,30,6.9,loamy,50,3500,1,Gammalin 20,1680,GuardForce,1500,Gawal-R1
Rice,2016,27.24,53.92,175.5,Dry,NPK 15:15:15,60,30,30,4.8,loamy,50,3000,1,Vetox 85,1680,BentaForce,2500,Gawal-R1
Rice,2001,26.7,51.91,163.3,Dry,NPK 15:15:15,60,30,30,6.6,loamy,50,2700,1,Nogos 50,30,BUTACHLOR,3000,Faro-54
Maize,2001,26.88,52.19,111.4,Dry,NPK 15:15:15,180,60,50,6.8,loamy,25,2800,1,Gammalin 20,1680,"2,4-D",1700,DK-777
Maize,2021,27.21,54.65,124.2,Dry,NPK 15:15:15,180,60,50,4.2,loamy,25,2950,1,Vetox 85,1680,RiceForce (oxadiazon),3900,DK-234
Maize,2017,27.49,51.89,206.5,Dry,NPK 15:15:15,180,60,50,4.6,loamy,25,3550,1,Nogos 50,30,"2,4-D",1700,DK-649
Rice,2013,26.42,51.13,188.2,Dry,NPK 15:15:15,50,30,30,5.9,loamy,50,6050,1,Gammalin 20,1680,GuardForce,1500,Faro-54
Maize,2001,27.29,83.84,177.9,Rainy,NPK 15:15:15,180,60,50,6.9,loamy,25,3250,1,Nogos 50,30,Propalnil + 2.4 D,5500,DK-649
Maize,2012,27,82.95,181.2,Rainy,NPK 15:15:15,180,60,50,5.5,loamy,25,4500,1,Nogos 50,30,ATRAFORCE (ATRAZINE),3600,SC-612
Maize,2020,27.14,84.66,301.3,Rainy,NPK 15:15:15,180,60,50,6.1,loamy,25,9482,1,Vetox 85,1680,PARAFORCE (PARAQUAT),3500,DK-234
Maize,2015,27.2,83.37,310.8,Rainy,NPK 15:15:15,180,60,50,5.5,clay,25,9961,1,Nogos 50,30,Bispyribac Sodium,150,DK-234
Rice,2003,27.92,81.64,104.5,Rainy,NPK 15:15:15,50,30,30,5.5,sandy,50,3500,1,Gammalin 20,1584,GuardForce,1500,Gawal-R1
Maize,2002,27.57,80.92,188.6,Rainy,NPK 15:15:15,120,60,50,5.9,sandy,25,2950,1,Gammalin 20,1583,3MAIZEFORCE,3500,DK-777
Maize,2020,26.52,82.49,112.9,Rainy,NPK 15:15:15,120,60,50,4.5,sandy,25,3500,1,Gammalin 20,1607,"2,4-D",1800,DK-649
Maize,2006,27.9,83.73,111.8,Rainy,NPK 15:15:15,120,60,50,4.07,sandy,25,3000,1,Vetox 85,1680,FORCE UP (GLYPHOSATE),2100,SC-612
Maize,2002,27.97,83.84,224.4,Rainy,NPK 15:15:15,120,60,50,4.4,clay,25,2500,1,Vetox 85,1680,GuardForce,1500,DK-234
Maize,2016,26.89,84.42,131.5,Rainy,NPK 15:15:15,120,60,50,6.9,sandy,25,3000,1,Nogos 50,30,POWERFORCE (Atrazine + Paraquat),2000,DK-777
Maize,2002,27.71,83.91,172.7,Rainy,NPK 15:15:15,120,60,50,4.8,clay,25,3500,1,Vetox 85,1680,3MAIZEFORCE,3600,DK-777
Rice,2002,27.12,84.87,147.5,Rainy,NPK 15:15:15,50,30,30,5.7,loamy,50,3000,1,Vetox 85,1680,"2,4-D",1900,Gawal-R1
Maize,2005,27.84,84.49,181.8,Rainy,NPK 15:15:15,120,60,50,6.5,clay,25,2500,1,Vetox 85,1680,RiceForce (oxadiazon),4000,SC-612
Maize,2007,27.07,81.36,196.9,Rainy,NPK 15:15:15,120,60,50,4.3,clay,25,3500,1,Gammalin 20,1680,PARAFORCE (PARAQUAT),3000,DK-649
Maize,2001,27.77,81.43,132.2,Rainy,NPK 15:15:15,120,60,50,4.8,loamy,25,3000,1,Vetox 85,1680,Bispyribac Sodium,150,DK-649
Rice,2000,26.17,81.27,117.7,Rainy,NPK 15:15:15,50,30,30,5.9,sandy,50,2700,1,Gammalin 20,1680,ATALAR,1800,Faro-55
Maize,2011,27.37,84.62,168.8,Rainy,NPK 15:15:15,120,60,50,4.9,sandy,25,2800,1,Gammalin 20,1680,METOLACHLOR,1600,DK-234
Rice,2002,27.87,83.1,187.3,Rainy,NPK 2-1-1,50,30,30,6.6,clay,50,2950,1,Gammalin 20,1680,3MAIZEFORCE,3000,Faro-55
Rice,2000,26.86,83.13,194.9,Rainy,NPK 2-1-1,50,30,30,5.09,loamy,50,5500,1,Vetox 85,1680,BentaForce,3301,Gawal-R1
Rice,2019,27.47,84.83,155.9,Rainy,NPK 2-1-1,50,30,30,6.9,loamy,50,3050,1,Gammalin 20,1680,Bispyribac Sodium,300,Faro-54
Maize,2021,26.64,80.31,209.9,Rainy,NPK 2-1-1,120,60,50,6.4,loamy,25,3250,1,Vetox 85,1680,METOLACHLOR,2000,Oba-98
Maize,2000,27.32,80.53,190.9,Rainy,NPK 2-1-1,120,60,50,5.1,loamy,25,6500,1,Gammalin 20,1680,Bispyribac Sodium,244,DK-234
Rice,2015,26.35,81.07,119.8,Rainy,NPK 2-1-1,50,30,30,6.01,loamy,50,6500,1,Nogos 50,30,BUTACHLOR,1600,Faro-44
Rice,2013,27.22,80.59,212.1,Rainy,NPK 2-1-1,50,30,30,4.01,loamy,50,6500,1,Nogos 50,30,METOLACHLOR,2500,Faro-44
Rice,2001,27.92,82.42,190.4,Rainy,NPK 2-1-1,50,30,30,6.1,loamy,50,6500,1,Nogos 50,30,Bispyribac Sodium,150,Faro-54
Rice,2020,26.64,53.54,186.6,Dry,NPK 2-1-1,50,30,30,5.3,loamy,50,4900,1,Nogos 50,30,GuardForce,1650,Faro-44
Maize,2003,26.03,53.76,142.5,Dry,NPK 2-1-1,120,60,50,5.5,loamy,25,2900,1,Gammalin 20,1680,PARAFORCE (PARAQUAT),1850,DK-649
Maize,2016,27.88,52.24,204.2,Dry,NPK 2-1-1,120,60,50,4.5,loamy,25,8500,1,Nogos 50,30,3MAIZEFORCE,3550,DK-649
Maize,2013,26.57,53.69,178.1,Dry,NPK 2-1-1,120,60,50,5.8,clay,25,4500,1,Vetox 85,1680,RiceForce (oxadiazon),4000,SC-419
Maize,2019,27.96,54.07,131.7,Dry,NPK 2-1-1,120,60,50,5.7,sandy,25,5500,1,Vetox 85,1680,METOLACHLOR,2000,DK-777
Rice,2006,27.31,50.57,193.3,Dry,NPK 2-1-1,50,30,30,4.07,loamy,50,6500,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),4502,Faro-44
Maize,2018,27.87,54.89,155.4,Dry,NPK 12-11-12,100,50,50,6.4,loamy,25,6500,1,Gammalin 20,1680,3MAIZEFORCE,3000,DK-649
Maize,2022,26.75,50.96,118.7,Dry,NPK 12-11-12,100,50,50,6.9,clay,25,6500,1,Nogos 50,30,PARAFORCE (PARAQUAT),2800,Oba-98
Maize,2014,26.69,51.91,149.8,Dry,NPK 12-11-12,100,50,50,5.4,clay,25,6500,1,Nogos 50,30,METOLACHLOR,2500,SC-612
Rice,2017,26.91,51.44,205.8,Dry,NPK 12-11-12,50,30,30,4.8,sandy,50,6900,1,Nogos 50,30,RiceForce (oxadiazon),4000,Faro-44
Rice,2010,27.42,54.67,178.6,Dry,NPK 12-11-12,50,30,30,4.3,loamy,50,2990,1,Nogos 50,30,FORCE UP (GLYPHOSATE),2100,Faro-44
Rice,2011,27.79,54.99,120.8,Dry,NPK 12-11-12,50,30,30,6.5,clay,50,4800,1,Vetox 85,1680,POWERFORCE (Atrazine + Paraquat),4500,Faro-24
Rice,2002,26.21,50.35,110.9,Dry,NPK 12-11-12,50,30,30,5.3,sandy,50,4900,1,Vetox 85,1680,"2,4-D",1500,Faro-55
Rice,2014,26.6,50.22,191.1,Dry,NPK 12-11-12,50,30,30,5.3,sandy,50,2900,1,Nogos 50,30,METOLACHLOR,1100,Faro-55
Rice,2007,27.86,54.06,177.3,Dry,NPK 12-11-12,50,30,30,5.7,loamy,50,9961,1,Gammalin 20,1680,METOLACHLOR,1700,Gawal-R1
Maize,2018,27.74,51.65,162.5,Dry,NPK 12-11-12,120,60,50,5.2,loamy,25,3500,1,Gammalin 20,1680,"2,4-D",1630,DK-649
Maize,2010,26.25,54.58,200.4,Dry,NPK 12-11-12,120,60,50,5.4,clay,25,2950,1,Gammalin 20,1680,RiceForce (oxadiazon),4000,SC-419
Maize,2002,26.11,54.04,130.6,Dry,NPK 12-11-12,120,60,50,6.05,clay,25,3500,1,Nogos 50,30,METOLACHLOR,1200,SC-419
Rice,2022,27.77,50.73,197.6,Dry,NPK 12-11-12,50,30,30,5.2,loamy,50,3000,1,Vetox 85,1680,GuardForce,1600,Faro-55
Maize,2004,27.68,82.15,190.9,Rainy,NPK 12-11-12,120,60,50,5.9,sandy,25,2500,1,Nogos 50,30,FORCE UP (GLYPHOSATE),2600,SC-612
Rice,2011,27.19,84.87,194.7,Rainy,NPK 12-11-12,50,30,30,5.5,clay,50,3000,1,Gammalin 20,1680,Propalnil + 2.4 D,6000,Faro-54
Maize,2017,26.9,80.38,195.7,Rainy,NPK 12-11-12,100,50,50,4.4,sandy,25,3500,1,Gammalin 20,1680,POWERFORCE (Atrazine + Paraquat),5500,DK-234
Maize,2020,26.61,83.41,124.5,Rainy,NPK 12-11-12,100,50,50,4.05,loamy,25,3500,1,Nogos 50,30,RiceForce (oxadiazon),4000,Oba-98
Rice,2008,26.53,84.99,171.9,Rainy,NPK 2-1-1,50,30,30,5.3,loamy,50,6590,1,Vetox 85,1680,ATALAR,2000,Gawal-R1
Maize,2003,26.63,84.23,133.1,Rainy,NPK 2-1-1,120,60,50,5.2,loamy,25,3500,1,Gammalin 20,1680,Bispyribac Sodium,150,DK-777
Rice,2018,27.67,81.81,140.3,Rainy,NPK 2-1-1,50,30,30,6.6,loamy,50,3000,1,Vetox 85,1680,Propalnil + 2.4 D,5110,Faro-24
Rice,2022,26.94,83.81,222.9,Rainy,NPK 2-1-1,50,30,30,6.1,sandy,50,2700,1,Gammalin 20,1680,BUTACHLOR,3000,Faro-55
Rice,2010,27.36,80.62,176.7,Rainy,NPK 2-1-1,50,30,30,5.4,loamy,50,2800,1,Nogos 50,30,BentaForce,1500,Faro-24
Rice,2007,27.92,80.92,152.2,Rainy,NPK 2-1-1,50,30,30,6.5,loamy,50,2950,1,Vetox 85,1680,BUTACHLOR,3000,Faro-44
Maize,2020,26.82,81.34,263.9,Rainy,NPK 2-1-1,50,30,30,6.1,clay,25,3550,1,Nogos 50,35,3MAIZEFORCE,3100,DK-234
Rice,2000,26.23,80.83,189.3,Rainy,NPK 2-1-1,50,30,30,4.1,clay,50,6050,1,Vetox 85,1680,RiceForce (oxadiazon),4000,Gawal-R1
Rice,2016,27.41,83.66,166.6,Rainy,NPK 2-1-1,50,30,30,4.9,clay,50,3250,1,Nogos 50,30,POWERFORCE (Atrazine + Paraquat),4500,Faro-54
Rice,2000,27.37,80.08,209,Rainy,NPK 2-1-1,50,30,30,6.4,sandy,50,4500,1,Nogos 50,30,ATALAR,1500,Faro-54
Maize,2011,27.56,83.93,184.5,Rainy,NPK 2-1-1,120,60,50,6.2,clay,25,2950,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),4500,DK-234
Rice,2000,26.6,80.52,240,Rainy,NPK 2-1-1,50,30,30,4.1,loamy,50,3590,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),3500,Faro-44
Maize,2014,27.24,84.91,140.6,Rainy,NPK 2-1-1,120,60,50,5.2,sandy,25,3050,1,Vetox 85,1680,ATALAR,2000,DK-777
Rice,2016,26.69,81.42,197.7,Rainy,NPK 2-1-1,50,30,30,5.9,clay,50,3090,1,Nogos 50,30,ATALAR,1800,Faro-55
Rice,2003,27.57,81.68,119.3,Rainy,NPK 2-1-1,50,30,30,5.2,loamy,50,8000,1,Vetox 85,1680,BUTACHLOR,3000,Gawal-R1
Maize,2016,26.98,83.82,171.7,Rainy,NPK 2-1-1,120,60,50,6.6,clay,25,4900,1,Nogos 50,30,PARAFORCE (PARAQUAT),2000,DK-777
Rice,2014,27.21,83.59,144.4,Rainy,NPK 2-1-1,50,30,30,5.06,loamy,50,2990,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),2000,Faro-54
Maize,2021,26.82,80.19,115.1,Rainy,NPK 2-1-1,120,60,50,5.8,loamy,25,4800,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),2400,Oba-98
Maize,2020,27.33,81.92,290,Rainy,NPK 2-1-1,120,60,50,5.3,loamy,25,4900,1,Vetox 85,1680,PARAFORCE (PARAQUAT),2000,DK-234
Rice,2004,26.42,53.17,135.3,Dry,NPK 2-1-1,50,30,30,6.1,sandy,50,7900,1,Vetox 85,1680,PARAFORCE (PARAQUAT),2500,Gawal-R1
Rice,2005,26.19,51.19,160.1,Dry,NPK 2-1-1,50,30,30,6.7,loamy,50,8500,1,Nogos 50,30,GuardForce,1800,Gawal-R1
Maize,2017,27.82,52.73,151.9,Dry,NPK 2-1-1,120,60,50,4.3,loamy,25,4500,1,Gammalin 20,1680,ATALAR,2000,SC-612
Maize,2001,26.8,53.48,147.9,Dry,NPK 2-1-1,120,60,50,4.9,loamy,25,5500,1,Gammalin 20,1680,Bispyribac Sodium,300,DK-234
Maize,2020,27.96,53.89,192.6,Dry,NPK 2-1-1,120,60,50,4.7,clay,25,3000,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),2600,DK-234
Maize,2006,26,50.97,122.9,Dry,NPK 2-1-1,120,60,50,4.6,clay,25,3500,1,Nogos 50,30,Bispyribac Sodium,300,DK-777
Rice,2020,27.67,50.01,166.5,Dry,NPK 2-1-1,50,30,30,5.1,loamy,50,3050,1,Gammalin 20,1680,RiceForce (oxadiazon),4900,Faro-54
Maize,2018,26.02,51.86,133.4,Dry,NPK 2-1-1,120,60,50,5.6,sandy,25,3950,1,Nogos 50,30,Propalnil + 2.4 D,5000,DK-234
Rice,2012,27.3,52.08,143.7,Dry,NPK 2-1-1,50,30,30,4.7,loamy,50,3500,1,Vetox 85,1680,PARAFORCE (PARAQUAT),2000,Faro-24
Rice,2014,27.29,52.1,191.9,Dry,NPK 2-1-1,60,30,30,6.4,clay,50,5500,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),3500,Faro-44
Maize,2012,26.21,53,170.5,Dry,NPK 2-1-1,120,60,50,6.9,clay,25,2950,1,Nogos 50,30,FORCE UP (GLYPHOSATE),3100,SC-612
Maize,2015,26.56,54.73,160,Dry,NPK 2-1-1,120,60,50,4.5,sandy,25,3590,1,Nogos 50,30,Propalnil + 2.4 D,5900,DK-234
Maize,2022,27.96,52.2,159.7,Dry,NPK 2-1-1,120,60,50,6.5,loamy,25,3050,1,Nogos 50,30,BUTACHLOR,3000,SC-419
